Unnamed: 0.1,Unnamed: 0,orthofoto_id,dist_0,dist_40,dist_41,dist_42,dist_48,dist_52,dist_54,dist_55,dist_56,dist_57,dist_58,dist_59,dist_60,dist_61,dist_62,dist_63,dist_64,dist_65,dist_72,dist_83,dist_84,dist_87,dist_88,dist_92,dist_95,s2_full_id,lon,lat,cs_cdf,corine,abs_days_diff,time,ARCHIVNR,s2_download_id,in_austria,ortho_begin_date,ortho_end_date,dist_96,image_id,hr_mask_path,hr_compressed_mask_path,hr_othofoto_path,lr_s2_path,lr_harm_path,hr_harm_path,tortilla_path,low_corr,orthofoto_contains_nodata
23,100,123,0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.599289107894766,47.515178315529646,0.8980392156862745,2,3,2023-08-14,2023270.0,S2_U_00121,True,2023-08-11,2023-09-27,0.0,00100.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00100.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00100.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00100.tif,/data/USERS/shollend/taco/lr_s2/S2_00100.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00100.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00100.tif,/data/USERS/shollend/taco/tortilla/00100.tortilla,-0.0955084644934022,False
24,68,90,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.017,0.027,0.0,0.001,0.008,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.162,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TNT,9.630890989771268,47.0665307092269,0.8392156862745098,5,8,2023-08-19,2023270.0,S2_U_00088,True,2023-08-11,2023-09-27,0.0,00068.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00068.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00068.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00068.tif,/data/USERS/shollend/taco/lr_s2/S2_00068.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00068.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00068.tif,/data/USERS/shollend/taco/tortilla/00068.tortilla,-0.0686381740591556,False
25,133,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.617082424142344,47.50422723053448,0.8862745098039215,2,3,2023-08-14,2023270.0,S2_U_00157,True,2023-08-11,2023-09-27,0.0,00133.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00133.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00133.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00133.tif,/data/USERS/shollend/taco/lr_s2/S2_00133.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00133.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00133.tif,/data/USERS/shollend/taco/tortilla/00133.tortilla,-0.1147782646423101,False
27,64,86,0.007,0.0,0.0,0.001,0.23,0.0,0.0,0.0,0.097,0.017,0.0,0.006,0.61,0.025,0.0,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.58395058652084,47.49161694335648,0.8941176470588236,2,3,2023-08-14,2023270.0,S2_U_00084,True,2023-08-11,2023-09-27,0.002,00064.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00064.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00064.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00064.tif,/data/USERS/shollend/taco/lr_s2/S2_00064.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00064.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00064.tif,/data/USERS/shollend/taco/tortilla/00064.tortilla,0.0752698752829518,False
29,98,121,0.0,0.014,0.0,0.002,0.108,0.001,0.0,0.0,0.0,0.01,0.0,0.001,0.818,0.044,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.60092281469352,47.49217159655138,0.8901960784313725,2,3,2023-08-14,2023270.0,S2_U_00119,True,2023-08-11,2023-09-27,0.0,00098.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00098.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00098.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00098.tif,/data/USERS/shollend/taco/lr_s2/S2_00098.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00098.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00098.tif,/data/USERS/shollend/taco/tortilla/00098.tortilla,-0.4109119994363511,False
31,99,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.600106139755349,47.5036749704754,0.8901960784313725,2,3,2023-08-14,2023270.0,S2_U_00120,True,2023-08-11,2023-09-27,0.0,00099.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00099.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00099.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00099.tif,/data/USERS/shollend/taco/lr_s2/S2_00099.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00099.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00099.tif,/data/USERS/shollend/taco/tortilla/00099.tortilla,-0.115999927022543,False
37,28,39,0.0,0.0,0.008,0.0,0.047,0.037,0.004,0.0,0.868,0.006,0.012,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.5866490433402,47.21497710912093,0.8901960784313725,4,3,2023-08-14,2023270.0,S2_U_00038,True,2023-08-11,2023-09-27,0.0,00028.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00028.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00028.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00028.tif,/data/USERS/shollend/taco/lr_s2/S2_00028.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00028.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00028.tif,/data/USERS/shollend/taco/tortilla/00028.tortilla,0.1966603407616927,False
38,135,163,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TNT,9.66536098956418,47.05611933045875,0.8627450980392157,6,8,2023-08-19,2023270.0,S2_U_00160,True,2023-08-11,2023-09-27,0.0,00135.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00135.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00135.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00135.tif,/data/USERS/shollend/taco/lr_s2/S2_00135.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00135.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00135.tif,/data/USERS/shollend/taco/tortilla/00135.tortilla,-0.310008707536224,False
44,39,53,0.406,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.046,0.002,0.0,0.022,0.431,0.02,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.566154643357516,47.50256291079699,0.9098039215686274,2,3,2023-08-14,2023270.0,S2_U_00052,True,2023-08-11,2023-09-27,0.0,00039.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00039.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00039.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00039.tif,/data/USERS/shollend/taco/lr_s2/S2_00039.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00039.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00039.tif,/data/USERS/shollend/taco/tortilla/00039.tortilla,0.016015435005612,False
45,108,131,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.471,0.009,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TNT,9.64292266294368,47.13610366930272,0.9176470588235294,5,8,2023-08-19,2023270.0,S2_U_00129,True,2023-08-11,2023-09-27,0.0,00108.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00108.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00108.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00108.tif,/data/USERS/shollend/taco/lr_s2/S2_00108.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00108.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00108.tif,/data/USERS/shollend/taco/tortilla/00108.tortilla,0.1080333567306408,False
46,15,21,0.048,0.003,0.023,0.004,0.718,0.09,0.0,0.0,0.011,0.001,0.0,0.011,0.003,0.0,0.0,0.02,0.0,0.01,0.003,0.0,0.0,0.0,0.0,0.004,0.046,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.568946664489005,47.22592389739357,0.8784313725490196,3,3,2023-08-14,2023270.0,S2_U_00020,True,2023-08-11,2023-09-27,0.004,00015.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00015.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00015.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00015.tif,/data/USERS/shollend/taco/lr_s2/S2_00015.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00015.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00015.tif,/data/USERS/shollend/taco/tortilla/00015.tortilla,0.0456287093575326,False
48,44,64,0.098,0.0,0.0,0.0,0.0,0.0,0.006,0.254,0.37,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.607586526616444,47.15801209830761,0.8745098039215686,4,3,2023-08-14,2023270.0,S2_U_00063,True,2023-08-11,2023-09-27,0.0,00044.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00044.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00044.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00044.tif,/data/USERS/shollend/taco/lr_s2/S2_00044.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00044.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00044.tif,/data/USERS/shollend/taco/tortilla/00044.tortilla,0.0108227054066494,False
52,142,171,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.512,0.253,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TNT,9.658983278304555,47.14815389838705,0.9137254901960784,4,8,2023-08-19,2023270.0,S2_U_00167,True,2023-08-11,2023-09-27,0.0,00142.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00142.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00142.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00142.tif,/data/USERS/shollend/taco/lr_s2/S2_00142.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00142.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00142.tif,/data/USERS/shollend/taco/tortilla/00142.tortilla,-0.1605838218522563,False
53,40,55,0.616,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TNT,9.61486143580878,47.05447646960152,0.8901960784313725,5,8,2023-08-19,2023270.0,S2_U_00054,True,2023-08-11,2023-09-27,0.0,00040.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00040.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00040.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00040.tif,/data/USERS/shollend/taco/lr_s2/S2_00040.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00040.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00040.tif,/data/USERS/shollend/taco/tortilla/00040.tortilla,0.0027734026164714,False
55,41,56,0.335,0.0,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230824T101601_20230824T101604_T32TNT,9.61405451370737,47.06598047781622,0.9137254901960784,5,13,2023-08-24,2023270.0,S2_U_00055,True,2023-08-11,2023-09-27,0.0,00041.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00041.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00041.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00041.tif,/data/USERS/shollend/taco/lr_s2/S2_00041.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00041.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00041.tif,/data/USERS/shollend/taco/tortilla/00041.tortilla,-0.1622359587447043,False
59,78,100,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.061,0.818,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.62283897034739,47.18157128527552,0.8666666666666667,4,3,2023-08-14,2023270.0,S2_U_00098,True,2023-08-11,2023-09-27,0.0,00078.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00078.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00078.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00078.tif,/data/USERS/shollend/taco/lr_s2/S2_00078.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00078.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00078.tif,/data/USERS/shollend/taco/tortilla/00078.tortilla,-0.0513980250805929,False
62,42,57,0.627,0.0,0.0,0.0,0.0,0.0,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230824T101601_20230824T101604_T32TNT,9.613247241851433,47.0774844747411,0.9176470588235294,5,13,2023-08-24,2023270.0,S2_U_00056,True,2023-08-11,2023-09-27,0.0,00042.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00042.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00042.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00042.tif,/data/USERS/shollend/taco/lr_s2/S2_00042.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00042.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00042.tif,/data/USERS/shollend/taco/tortilla/00042.tortilla,-0.2472346535028768,False
63,103,126,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.004,0.456,0.0,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TNT,9.646927823358311,47.07858268227319,0.9058823529411764,4,8,2023-08-19,2023270.0,S2_U_00124,True,2023-08-11,2023-09-27,0.0,00103.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00103.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00103.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00103.tif,/data/USERS/shollend/taco/lr_s2/S2_00103.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00103.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00103.tif,/data/USERS/shollend/taco/tortilla/00103.tortilla,0.0579429695591151,False
68,124,147,0.0,0.0,0.028,0.009,0.304,0.071,0.0,0.0,0.458,0.002,0.005,0.002,0.0,0.0,0.0,0.033,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.01,0.055,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TNT,9.630047550866724,47.32016819049852,0.8862745098039215,3,3,2023-08-14,2023270.0,S2_U_00145,True,2023-08-11,2023-09-27,0.004,00124.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_00124.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_00124.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_00124.tif,/data/USERS/shollend/taco/lr_s2/S2_00124.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_00124.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_00124.tif,/data/USERS/shollend/taco/tortilla/00124.tortilla,0.1249420496659265,False
